clu_41642 ENSG00000227232.5
clu_42830 ENSG00000121903.14
clu_42842 ENSG00000121904.17
clu_42844 ENSG00000121904.17
clu_42848 ENSG00000163866.8
clu_42849 ENSG00000241014.1
clu_42849 ENSG00000243749.1
clu_42849 ENSG00000163867.16
clu_42853 ENSG00000163867.16
clu_42851 ENSG00000163867.16
clu_42852 ENSG00000163867.16
clu_42856 ENSG00000197056.9
clu_42855 ENSG00000197056.9
clu_42854 ENSG00000197056.9
clu_42858 ENSG00000116560.10
clu_42859 ENSG00000116560.10
clu_42868 ENSG00000146463.11
clu_42864 ENSG00000146463.11
clu_42867 ENSG00000146463.11
clu_42866 ENSG00000146463.11
clu_42865 ENSG00000146463.11
clu_42863 ENSG00000146463.11
clu_42862 ENSG00000146463.11
clu_42874 ENSG00000142687.17
clu_42875 ENSG00000142687.17
clu_42876 ENSG00000142687.17
clu_42873 ENSG00000142687.17
clu_42871 ENSG00000142687.17
clu_42869 ENSG00000142687.17
clu_42870 ENSG00000142687.17
clu_42872 ENSG00000142687.17
clu_42878 ENSG00000020129.15
clu_42880 ENSG00000020129.15
clu_42879 ENSG00000020129.15
clu_42877 ENSG00000020129.15
clu_42876 ENSG00000239636.1
clu_42881 ENSG00000126067.11
clu_42884 ENSG00000142686.7
clu_42890 ENSG00000092853.13
clu_42889 ENSG00000092853.13
clu_42888 ENSG00000092853.13
clu_42886 ENSG00000092853.13
clu_42887 ENSG00000092853.13
clu_42885 ENSG00000092853.13
clu_42897 ENSG00000134698.10
clu_42898 ENSG00000134698.10
clu_42894 ENSG00000134698.10
clu_42895 ENSG00000134698.10
clu_42893 ENSG00000134698.10
clu_42900 ENSG00000092847.11
clu_42902 ENSG00000092847.11
clu_42903 ENSG00000092847.11
clu_42901 ENSG00000092847.11
clu_42904 ENSG00000092847.11
clu_42905 ENSG00000092847.11
clu_42909 ENSG00000126070.19
clu_42908 ENSG00000126070.19
clu_42907 ENSG00000126070.19
clu_42910 ENSG00000116863.10
clu_42916 ENSG00000116871.15
clu_42917 ENSG00000116871.15
clu_42920 ENSG00000116871.15
clu_42919 ENSG00000116871.15
clu_42914 ENSG00000054116.11
clu_42915 ENSG00000054116.11
clu_42924 ENSG00000054118.13
clu_42923 ENSG00000054118.13
clu_42922 ENSG00000054118.13
clu_42921 ENSG00000054118.13
clu_42927 ENSG00000214193.10
clu_42930 ENSG00000214193.10
clu_42928 ENSG00000214193.10
clu_42929 ENSG00000214193.10
clu_42926 ENSG00000214193.10
clu_42925 ENSG00000214193.10
clu_42931 ENSG00000142694.6
clu_42930 ENSG00000116883.8
clu_42933 ENSG00000196182.10
clu_42934 ENSG00000181817.5
clu_42941 ENSG00000116885.18
clu_42939 ENSG00000116885.18
clu_42937 ENSG00000116885.18
clu_42938 ENSG00000116885.18
clu_42940 ENSG00000116898.11
clu_42943 ENSG00000116898.11
clu_42948 ENSG00000233621.1
clu_42950 ENSG00000163874.10
clu_42952 ENSG00000163874.10
clu_42949 ENSG00000163874.10
clu_42953 ENSG00000163875.15
clu_42954 ENSG00000163877.10
clu_42955 ENSG00000163879.10
clu_42957 ENSG00000134697.12
clu_42959 ENSG00000134697.12
clu_42956 ENSG00000134697.12
clu_42958 ENSG00000134697.12
clu_42960 ENSG00000169218.13
clu_42963 ENSG00000116922.14
clu_42962 ENSG00000116922.14
clu_42964 ENSG00000116922.14
clu_42965 ENSG00000134690.10
clu_42969 ENSG00000188786.9
clu_42968 ENSG00000188786.9
clu_42977 ENSG00000204084.12
clu_42974 ENSG00000204084.12
clu_42973 ENSG00000204084.12
clu_42972 ENSG00000204084.12
clu_42971 ENSG00000204084.12
clu_42975 ENSG00000204084.12
clu_42976 ENSG00000204084.12
clu_42980 ENSG00000183431.11
clu_42979 ENSG00000183431.11
clu_42982 ENSG00000183386.9
clu_42981 ENSG00000183386.9
clu_42983 ENSG00000183520.11
clu_42986 ENSG00000228436.2
clu_42985 ENSG00000214114.8
clu_42989 ENSG00000158315.10
clu_42990 ENSG00000174574.15
clu_42991 ENSG00000168653.10
clu_43001 ENSG00000127603.23
clu_43007 ENSG00000127603.23
clu_43006 ENSG00000127603.23
clu_43005 ENSG00000127603.23
clu_43002 ENSG00000127603.23
clu_43000 ENSG00000127603.23
clu_42996 ENSG00000127603.23
clu_42993 ENSG00000127603.23
clu_42995 ENSG00000127603.23
clu_42997 ENSG00000127603.23
clu_42998 ENSG00000127603.23
clu_42999 ENSG00000127603.23
clu_43008 ENSG00000182109.7
clu_43012 ENSG00000243970.1
clu_43013 ENSG00000090621.13
clu_43011 ENSG00000090621.13
clu_43014 ENSG00000090621.13
clu_43010 ENSG00000090621.13
clu_43009 ENSG00000090621.13
clu_43018 ENSG00000084072.16
clu_43017 ENSG00000084072.16
clu_43016 ENSG00000084072.16
clu_43021 ENSG00000043514.15
clu_43020 ENSG00000043514.15
clu_43022 ENSG00000168389.17
clu_43023 ENSG00000168389.17
clu_43025 ENSG00000131236.16
clu_43024 ENSG00000131236.16
clu_43027 ENSG00000131238.16
clu_43028 ENSG00000117000.8
clu_43030 ENSG00000117000.8
clu_43029 ENSG00000117000.8
clu_43032 ENSG00000084073.8
clu_43033 ENSG00000084073.8
clu_43031 ENSG00000084073.8
clu_43037 ENSG00000084070.11
clu_43038 ENSG00000084070.11
clu_43040 ENSG00000187801.14
clu_43039 ENSG00000187801.14
clu_43038 ENSG00000187801.14
clu_43042 ENSG00000187815.9
clu_43043 ENSG00000187815.9
clu_43044 ENSG00000187815.9
clu_43041 ENSG00000238287.1
clu_43045 ENSG00000164002.11
clu_43045 ENSG00000117010.15
clu_43046 ENSG00000117010.15
clu_43050 ENSG00000066136.20
clu_43049 ENSG00000066136.20
clu_43048 ENSG00000066136.20
clu_43053 ENSG00000171793.13
clu_43051 ENSG00000171793.13
clu_43052 ENSG00000171793.13
clu_43058 ENSG00000010803.16
clu_43060 ENSG00000010803.16
clu_43059 ENSG00000010803.16
clu_43057 ENSG00000010803.16
clu_43056 ENSG00000010803.16
clu_43055 ENSG00000010803.16
clu_43065 ENSG00000127124.14
clu_43064 ENSG00000127124.14
clu_43071 ENSG00000198815.8
clu_43072 ENSG00000198815.8
clu_43073 ENSG00000198815.8
clu_43077 ENSG00000127125.8
clu_43076 ENSG00000127125.8
clu_43077 ENSG00000186409.14
clu_43083 ENSG00000171960.10
clu_43087 ENSG00000117385.15
clu_43086 ENSG00000117385.15
clu_43090 ENSG00000164008.14
clu_43089 ENSG00000177868.11
clu_43088 ENSG00000177868.11
clu_43092 ENSG00000164010.13
clu_43094 ENSG00000164010.13
clu_43093 ENSG00000164010.13
clu_43091 ENSG00000164010.13
clu_43095 ENSG00000164011.17
clu_43096 ENSG00000117394.20
clu_43106 ENSG00000117399.13
clu_43107 ENSG00000066322.14
clu_43108 ENSG00000066322.14
clu_43112 ENSG00000159479.16
clu_43111 ENSG00000159479.16
clu_43110 ENSG00000159479.16
clu_43124 ENSG00000198198.15
clu_43125 ENSG00000198198.15
clu_43126 ENSG00000198198.15
clu_43134 ENSG00000198198.15
clu_43129 ENSG00000198198.15
clu_43131 ENSG00000198198.15
clu_43132 ENSG00000198198.15
clu_43133 ENSG00000198198.15
clu_43123 ENSG00000198198.15
clu_43118 ENSG00000198198.15
clu_43122 ENSG00000198198.15
clu_43109 ENSG00000198198.15
clu_43113 ENSG00000198198.15
clu_43114 ENSG00000198198.15
clu_43116 ENSG00000198198.15
clu_43119 ENSG00000198198.15
clu_43120 ENSG00000198198.15
clu_43146 ENSG00000142949.16
clu_43141 ENSG00000142949.16
clu_43150 ENSG00000142949.16
clu_43148 ENSG00000142949.16
clu_43147 ENSG00000142949.16
clu_43149 ENSG00000142949.16
clu_43145 ENSG00000142949.16
clu_43144 ENSG00000142949.16
clu_43143 ENSG00000142949.16
clu_43142 ENSG00000142949.16
clu_43156 ENSG00000066135.12
clu_43155 ENSG00000066135.12
clu_43153 ENSG00000066135.12
clu_43152 ENSG00000066135.12
clu_43151 ENSG00000066135.12
clu_43161 ENSG00000126091.19
clu_43160 ENSG00000126091.19
clu_43159 ENSG00000126091.19
clu_43158 ENSG00000126091.19
clu_43168 ENSG00000117408.10
clu_43166 ENSG00000117408.10
clu_43167 ENSG00000117408.10
clu_43169 ENSG00000132768.13
clu_43170 ENSG00000132768.13
clu_43171 ENSG00000117410.13
clu_43173 ENSG00000117411.16
clu_43174 ENSG00000117411.16
clu_43176 ENSG00000159214.12
clu_43181 ENSG00000196517.11
clu_43172 ENSG00000196517.11
clu_43179 ENSG00000196517.11
clu_43187 ENSG00000178028.13
clu_43189 ENSG00000178028.13
clu_43190 ENSG00000178028.13
clu_43192 ENSG00000117419.14
clu_43191 ENSG00000117419.14
clu_43200 ENSG00000187147.17
clu_43199 ENSG00000187147.17
clu_43196 ENSG00000187147.17
clu_43195 ENSG00000187147.17
clu_43197 ENSG00000126106.13
clu_43201 ENSG00000198520.10
clu_43206 ENSG00000142945.12
clu_43208 ENSG00000142945.12
clu_43209 ENSG00000142945.12
clu_43213 ENSG00000173846.12
clu_43217 ENSG00000222009.8
clu_43215 ENSG00000222009.8
clu_43222 ENSG00000070785.16
clu_43223 ENSG00000070785.16
clu_43228 ENSG00000126107.14
clu_43227 ENSG00000126107.14
clu_43226 ENSG00000126107.14
clu_43224 ENSG00000126107.14
clu_43231 ENSG00000126088.13
clu_43230 ENSG00000126088.13
clu_43234 ENSG00000132781.17
clu_43235 ENSG00000132781.17
clu_43233 ENSG00000132781.17
clu_43238 ENSG00000132781.17
clu_43242 ENSG00000132773.11
clu_43241 ENSG00000132773.11
clu_43240 ENSG00000132773.11
clu_43243 ENSG00000070759.16
clu_43236 ENSG00000070759.16
clu_43245 ENSG00000280670.2
clu_43248 ENSG00000132763.14
clu_43250 ENSG00000117448.13
clu_43251 ENSG00000117448.13
clu_43253 ENSG00000132780.16
clu_43252 ENSG00000132780.16
clu_43258 ENSG00000159592.10
clu_43256 ENSG00000159592.10
clu_43255 ENSG00000159592.10
clu_43260 ENSG00000159596.6
clu_43259 ENSG00000197429.10
clu_43261 ENSG00000197429.10
clu_43272 ENSG00000086015.20
clu_43267 ENSG00000086015.20
clu_43268 ENSG00000086015.20
clu_43271 ENSG00000086015.20
clu_43270 ENSG00000086015.20
clu_43269 ENSG00000086015.20
clu_43274 ENSG00000086015.20
clu_43264 ENSG00000086015.20
clu_43266 ENSG00000086015.20
clu_43265 ENSG00000086015.20
clu_43263 ENSG00000086015.20
clu_43262 ENSG00000086015.20
clu_43281 ENSG00000085998.13
clu_43280 ENSG00000085998.13
clu_43276 ENSG00000085998.13
clu_43279 ENSG00000085998.13
clu_43288 ENSG00000085999.11
clu_43291 ENSG00000085999.11
clu_43290 ENSG00000085999.11
clu_43289 ENSG00000085999.11
clu_43287 ENSG00000085999.11
clu_43286 ENSG00000085999.11
clu_43285 ENSG00000085999.11
clu_43283 ENSG00000085999.11
clu_43293 ENSG00000173660.11
clu_43294 ENSG00000117481.10
clu_43295 ENSG00000117481.10
clu_43298 ENSG00000117480.15
clu_43300 ENSG00000117480.15
clu_43307 ENSG00000079277.19
clu_43308 ENSG00000079277.19
clu_43309 ENSG00000079277.19
clu_43303 ENSG00000079277.19
clu_43306 ENSG00000079277.19
clu_43305 ENSG00000079277.19
clu_43304 ENSG00000079277.19
clu_43311 ENSG00000123472.12
clu_43312 ENSG00000123472.12
clu_43310 ENSG00000123472.12
clu_43311 ENSG00000159658.10
clu_43313 ENSG00000159658.10
clu_43314 ENSG00000159658.10
clu_43315 ENSG00000159658.10
clu_43329 ENSG00000123473.15
clu_43328 ENSG00000123473.15
clu_43325 ENSG00000123473.15
clu_43326 ENSG00000123473.15
clu_43324 ENSG00000123473.15
clu_43331 ENSG00000162368.13
clu_43332 ENSG00000162368.13
clu_43336 ENSG00000132122.11
clu_43335 ENSG00000132122.11
clu_43338 ENSG00000162373.12
clu_43344 ENSG00000185104.19
clu_43343 ENSG00000185104.19
clu_43342 ENSG00000185104.19
clu_43340 ENSG00000185104.19
clu_43345 ENSG00000123080.10
clu_43349 ENSG00000123091.4
clu_43353 ENSG00000085832.16
clu_43352 ENSG00000085832.16
clu_43351 ENSG00000085832.16
clu_43359 ENSG00000117859.18
clu_43360 ENSG00000117859.18
clu_43358 ENSG00000117859.18
clu_43357 ENSG00000117859.18
clu_43356 ENSG00000117859.18
clu_43355 ENSG00000117859.18
clu_43354 ENSG00000117859.18
clu_43363 ENSG00000078618.21
clu_43362 ENSG00000078618.21
clu_43361 ENSG00000078618.21
clu_43365 ENSG00000169213.6
clu_43366 ENSG00000117862.11
clu_43368 ENSG00000134717.17
clu_43367 ENSG00000134717.17
clu_43369 ENSG00000157077.14
clu_43370 ENSG00000157077.14
clu_43371 ENSG00000157077.14
clu_43379 ENSG00000154222.14
clu_43376 ENSG00000154222.14
clu_43378 ENSG00000154222.14
clu_43377 ENSG00000154222.14
clu_43375 ENSG00000154222.14
clu_43374 ENSG00000154222.14
clu_43373 ENSG00000154222.14
clu_43381 ENSG00000085840.12
clu_43382 ENSG00000085840.12
clu_43383 ENSG00000085840.12
clu_43384 ENSG00000085840.12
clu_43385 ENSG00000085840.12
clu_43390 ENSG00000134748.12
clu_43389 ENSG00000134748.12
clu_43388 ENSG00000134748.12
clu_43387 ENSG00000134744.13
clu_43394 ENSG00000134744.13
clu_43393 ENSG00000134744.13
clu_43392 ENSG00000134744.13
clu_43391 ENSG00000134744.13
clu_43397 ENSG00000116157.5
clu_43396 ENSG00000116157.5
clu_43397 ENSG00000182183.14
clu_43398 ENSG00000162377.5
clu_43399 ENSG00000162377.5
clu_43404 ENSG00000162378.12
clu_43400 ENSG00000162378.12
clu_43401 ENSG00000162378.12
clu_43402 ENSG00000162378.12
clu_43407 ENSG00000203995.9
clu_43410 ENSG00000121310.16
clu_43409 ENSG00000121310.16
clu_43408 ENSG00000121310.16
clu_43412 ENSG00000116171.17
clu_43411 ENSG00000116171.17
clu_43413 ENSG00000174348.13
clu_43414 ENSG00000174348.13
clu_43415 ENSG00000174348.13
clu_43417 ENSG00000174348.13
clu_43418 ENSG00000174348.13
clu_43420 ENSG00000157184.6
clu_43421 ENSG00000162384.13
clu_43422 ENSG00000162385.10
clu_43428 ENSG00000157193.15
clu_43427 ENSG00000157193.15
clu_43429 ENSG00000157193.15
clu_43426 ENSG00000157193.15
clu_43425 ENSG00000157193.15
clu_43424 ENSG00000157193.15
clu_43433 ENSG00000174332.5
clu_43432 ENSG00000174332.5
clu_43431 ENSG00000174332.5
clu_43437 ENSG00000058804.11
clu_43438 ENSG00000058804.11
clu_43440 ENSG00000058799.14
clu_43439 ENSG00000058799.14
clu_43443 ENSG00000081870.11
clu_43442 ENSG00000081870.11
clu_43441 ENSG00000081870.11
clu_43445 ENSG00000116212.14
clu_43444 ENSG00000116212.14
clu_43446 ENSG00000116209.11
clu_43447 ENSG00000116209.11
clu_43448 ENSG00000116205.12
clu_43453 ENSG00000116221.15
clu_43455 ENSG00000116221.15
clu_43454 ENSG00000116221.15
clu_43452 ENSG00000215883.10
clu_43451 ENSG00000215883.10
clu_43450 ENSG00000215883.10
clu_43457 ENSG00000157216.15
clu_43458 ENSG00000157216.15
clu_43456 ENSG00000157216.15
clu_43460 ENSG00000162390.17
clu_43467 ENSG00000243725.6
clu_43478 ENSG00000162402.13
clu_43483 ENSG00000162402.13
clu_43482 ENSG00000162402.13
clu_43474 ENSG00000162402.13
clu_43477 ENSG00000162402.13
clu_43475 ENSG00000162402.13
clu_43473 ENSG00000162402.13
clu_43471 ENSG00000162402.13
clu_43485 ENSG00000234810.2
clu_43484 ENSG00000234810.2
clu_43493 ENSG00000162409.10
clu_43495 ENSG00000173406.15
clu_43496 ENSG00000173406.15
clu_43497 ENSG00000173406.15
clu_43498 ENSG00000173406.15
clu_43501 ENSG00000162600.11
clu_43502 ENSG00000162600.11
clu_43500 ENSG00000162600.11
clu_43511 ENSG00000162601.9
clu_43514 ENSG00000162601.9
clu_43513 ENSG00000162601.9
clu_43508 ENSG00000162601.9
clu_43510 ENSG00000162601.9
clu_43507 ENSG00000162601.9
clu_43506 ENSG00000162601.9
clu_43505 ENSG00000162601.9
clu_43504 ENSG00000162601.9
clu_43518 ENSG00000237352.3
clu_43523 ENSG00000172456.17
clu_43524 ENSG00000172456.17
clu_43522 ENSG00000172456.17
clu_43520 ENSG00000172456.17
clu_43521 ENSG00000172456.17
clu_43531 ENSG00000162599.15
clu_43530 ENSG00000162599.15
clu_43529 ENSG00000162599.15
clu_43526 ENSG00000162599.15
clu_43528 ENSG00000162599.15
clu_43534 ENSG00000162604.12
clu_43535 ENSG00000162604.12
clu_43544 ENSG00000132849.19
clu_43542 ENSG00000132849.19
clu_43541 ENSG00000132849.19
clu_43537 ENSG00000132849.19
clu_43548 ENSG00000162607.12
clu_43549 ENSG00000162607.12
clu_43555 ENSG00000116641.17
clu_43558 ENSG00000116641.17
clu_43562 ENSG00000116641.17
clu_43559 ENSG00000116641.17
clu_43554 ENSG00000116641.17
clu_43557 ENSG00000116641.17
clu_43556 ENSG00000116641.17
clu_43550 ENSG00000116641.17
clu_43551 ENSG00000116641.17
clu_43553 ENSG00000116641.17
clu_43552 ENSG00000116641.17
clu_43563 ENSG00000125703.14
clu_43564 ENSG00000125703.14
clu_43566 ENSG00000125703.14
clu_43570 ENSG00000088035.15
clu_43568 ENSG00000088035.15
clu_43571 ENSG00000088035.15
clu_43579 ENSG00000203965.12
clu_43577 ENSG00000203965.12
clu_43576 ENSG00000203965.12
clu_43575 ENSG00000203965.12
clu_43574 ENSG00000203965.12
clu_43573 ENSG00000142856.16
clu_43572 ENSG00000142856.16
clu_43582 ENSG00000079739.15
clu_43580 ENSG00000079739.15
clu_43581 ENSG00000079739.15
clu_43591 ENSG00000185483.11
clu_43588 ENSG00000185483.11
clu_43585 ENSG00000185483.11
clu_43595 ENSG00000158966.13
clu_43594 ENSG00000158966.13
clu_43599 ENSG00000162437.14
clu_43597 ENSG00000162437.14
clu_43601 ENSG00000162434.11
clu_43602 ENSG00000162434.11
clu_43603 ENSG00000162434.11
clu_43604 ENSG00000162434.11
clu_43606 ENSG00000162433.14
clu_43605 ENSG00000162433.14
clu_43610 ENSG00000213625.8
clu_43609 ENSG00000213625.8
clu_43615 ENSG00000116678.19
clu_43614 ENSG00000116678.19
clu_43611 ENSG00000116678.19
clu_43610 ENSG00000116678.19
clu_43631 ENSG00000118473.21
clu_43632 ENSG00000118473.21
clu_43633 ENSG00000118473.21
clu_43634 ENSG00000118473.21
clu_43630 ENSG00000118473.21
clu_43625 ENSG00000118473.21
clu_43628 ENSG00000118473.21
clu_43627 ENSG00000118473.21
clu_43626 ENSG00000118473.21
clu_43629 ENSG00000118473.21
clu_43624 ENSG00000118473.21
clu_43636 ENSG00000152760.9
clu_43635 ENSG00000152760.9
clu_43639 ENSG00000152763.16
clu_43640 ENSG00000152763.16
clu_43637 ENSG00000152763.16
clu_43638 ENSG00000152763.16
clu_43644 ENSG00000198160.14
clu_43646 ENSG00000198160.14
clu_43645 ENSG00000198160.14
clu_43643 ENSG00000198160.14
clu_43642 ENSG00000198160.14
clu_43653 ENSG00000116704.7
clu_43652 ENSG00000116704.7
clu_43649 ENSG00000116704.7
clu_43648 ENSG00000116704.7
clu_43650 ENSG00000116704.7
clu_43656 ENSG00000142864.14
clu_43657 ENSG00000142864.14
clu_43658 ENSG00000116717.11
clu_43659 ENSG00000116717.11
clu_43662 ENSG00000172380.5
clu_43661 ENSG00000172380.5
clu_43670 ENSG00000116729.13
clu_43666 ENSG00000116729.13
clu_43665 ENSG00000116729.13
clu_43676 ENSG00000024526.16
clu_43675 ENSG00000024526.16
clu_43672 ENSG00000024526.16
clu_43673 ENSG00000024526.16
clu_43671 ENSG00000024526.16
clu_43674 ENSG00000024526.16
clu_43681 ENSG00000066557.5
clu_43682 ENSG00000066557.5
clu_43685 ENSG00000116754.13
clu_43687 ENSG00000116754.13
clu_43683 ENSG00000116754.13
clu_43691 ENSG00000118454.12
clu_43690 ENSG00000118454.12
clu_43689 ENSG00000118454.12
clu_43688 ENSG00000118454.12
clu_43693 ENSG00000197568.13
clu_43692 ENSG00000197568.13
clu_43694 ENSG00000116761.11
clu_43695 ENSG00000116761.11
clu_43698 ENSG00000132485.13
clu_43699 ENSG00000132485.13
clu_43707 ENSG00000172260.14
clu_43708 ENSG00000172260.14
clu_43705 ENSG00000172260.14
clu_43706 ENSG00000172260.14
clu_43711 ENSG00000254685.6
clu_43712 ENSG00000254685.6
clu_43713 ENSG00000254685.6
clu_43713 ENSG00000116783.14
clu_43720 ENSG00000116791.13
clu_43719 ENSG00000116791.13
clu_43718 ENSG00000116791.13
clu_43724 ENSG00000162623.15
clu_43723 ENSG00000162623.15
clu_43722 ENSG00000162623.15
clu_43721 ENSG00000162623.15
clu_43725 ENSG00000117054.13
clu_43727 ENSG00000117054.13
clu_43726 ENSG00000117054.13
clu_43731 ENSG00000137955.15
clu_43730 ENSG00000137955.15
clu_43737 ENSG00000142892.14
clu_43738 ENSG00000142892.14
clu_43746 ENSG00000154027.18
clu_43745 ENSG00000154027.18
clu_43744 ENSG00000154027.18
clu_43743 ENSG00000154027.18
clu_43742 ENSG00000154027.18
clu_43741 ENSG00000154027.18
clu_43740 ENSG00000154027.18
clu_43749 ENSG00000036549.12
clu_43748 ENSG00000036549.12
clu_43757 ENSG00000077254.14
clu_43754 ENSG00000077254.14
clu_43753 ENSG00000077254.14
clu_43752 ENSG00000077254.14
clu_43755 ENSG00000077254.14
clu_43751 ENSG00000077254.14
clu_43750 ENSG00000077254.14
clu_43759 ENSG00000180488.14
clu_43763 ENSG00000180488.14
clu_43758 ENSG00000180488.14
clu_43761 ENSG00000162614.18
clu_43762 ENSG00000162614.18
clu_43760 ENSG00000162614.18
clu_43770 ENSG00000162613.16
clu_43766 ENSG00000162613.16
clu_43768 ENSG00000162613.16
clu_43769 ENSG00000162613.16
clu_43771 ENSG00000162616.8
clu_43772 ENSG00000137960.5
clu_43776 ENSG00000122420.9
clu_43777 ENSG00000122420.9
clu_43780 ENSG00000137959.15
clu_43779 ENSG00000137959.15
clu_43781 ENSG00000137959.15
clu_43784 ENSG00000137965.10
clu_43783 ENSG00000137965.10
clu_43782 ENSG00000137965.10
clu_43787 ENSG00000162618.13
clu_43788 ENSG00000162618.13
clu_43795 ENSG00000117114.19
clu_43793 ENSG00000117114.19
clu_43790 ENSG00000117114.19
clu_43791 ENSG00000117114.19
clu_43789 ENSG00000117114.19
clu_43802 ENSG00000137941.16
clu_43804 ENSG00000137941.16
clu_43803 ENSG00000137941.16
clu_43799 ENSG00000137941.16
clu_43798 ENSG00000137941.16
clu_43797 ENSG00000137941.16
clu_43808 ENSG00000142875.19
clu_43807 ENSG00000142875.19
clu_43806 ENSG00000142875.19
clu_43812 ENSG00000117133.10
clu_43814 ENSG00000117133.10
clu_43815 ENSG00000117133.10
clu_43816 ENSG00000117133.10
clu_43813 ENSG00000174021.10
clu_43821 ENSG00000117151.12
clu_43813 ENSG00000117151.12
clu_43820 ENSG00000117151.12
clu_43825 ENSG00000117155.16
clu_43826 ENSG00000117155.16
clu_43824 ENSG00000117155.16
clu_43835 ENSG00000162643.12
clu_43839 ENSG00000162643.12
clu_43841 ENSG00000097096.8
clu_43843 ENSG00000162642.13
clu_43844 ENSG00000162642.13
clu_43845 ENSG00000142867.12
clu_43846 ENSG00000282057.1
clu_43846 ENSG00000153904.18
clu_43849 ENSG00000117174.10
clu_43848 ENSG00000117174.10
clu_43851 ENSG00000171502.14
clu_43852 ENSG00000171502.14
clu_43863 ENSG00000122417.15
clu_43862 ENSG00000122417.15
clu_43864 ENSG00000122417.15
clu_43861 ENSG00000122417.15
clu_43860 ENSG00000122417.15
clu_43859 ENSG00000122417.15
clu_43866 ENSG00000097033.14
clu_43867 ENSG00000097033.14
clu_43869 ENSG00000183291.15
clu_43868 ENSG00000183291.15
clu_43870 ENSG00000153936.16
clu_43871 ENSG00000153936.16
clu_43872 ENSG00000267272.5
clu_43873 ENSG00000267272.5
clu_43875 ENSG00000143013.12
clu_43874 ENSG00000143013.12
clu_43881 ENSG00000065243.19
clu_43883 ENSG00000065243.19
clu_43882 ENSG00000065243.19
clu_43880 ENSG00000065243.19
clu_43879 ENSG00000065243.19
clu_43878 ENSG00000065243.19
clu_43884 ENSG00000137947.11
clu_43888 ENSG00000137944.17
clu_43887 ENSG00000137944.17
clu_43886 ENSG00000137944.17
clu_43888 ENSG00000213516.9
clu_43896 ENSG00000117226.11
clu_43894 ENSG00000117226.11
clu_43892 ENSG00000117226.11
clu_43893 ENSG00000117226.11
clu_43898 ENSG00000117228.9
clu_43899 ENSG00000117228.9
clu_43903 ENSG00000162645.12
clu_43901 ENSG00000162645.12
clu_43902 ENSG00000162645.12
clu_43907 ENSG00000230735.1
clu_43907 ENSG00000171488.14
